,loan_amnt,int_rate,grade,sub_grade,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,term_months,emp_length_yrs,fico_score,loan_to_income,credit_history_yrs,revol_util_bucket,log_annual_inc,log_revol_bal,int_rate_sq,addr_state_freq
89,5000.0,7.91,A,A5,RENT,32000.0,Source Verified,credit_card,13.73,0.0,0.0,7.0,1.0,5552.0,41.1,10.0,w,Individual,0.0,1.0,36,6.0,687.0,0.15625,3.8302532511978096,medium,10.373522431293592,8.622093601241607,62.5681,0.029771935737557577
5127,15000.0,5.32,A,A1,OWN,65050.0,Source Verified,debt_consolidation,6.27,0.0,0.0,7.0,0.0,16212.0,44.4,17.0,w,Individual,0.0,0.0,36,10.0,757.0,0.23059185242121444,22.33264887063655,medium,11.082926856612652,9.69356866855007,28.302400000000002,0.004493877092461521
3005,6475.0,15.77,D,D1,MORTGAGE,80000.0,Not Verified,debt_consolidation,12.26,0.0,1.0,6.0,0.0,2099.0,17.6,20.0,w,Individual,2.0,0.0,36,10.0,707.0,0.0809375,9.998631074606434,low,11.289794413577894,7.649692623711514,248.69289999999998,0.03460285361195371
649,14000.0,16.59,D,D2,MORTGAGE,124596.0,Verified,other,23.73,0.0,1.0,22.0,0.0,52760.0,88.8,36.0,w,Individual,6.0,0.0,36,,687.0,0.11236315772576969,18.247775496235455,high,11.732839807999083,10.873527560404474,275.2281,0.07257611504325356
205,14875.0,18.49,D,D5,RENT,37231.0,Verified,debt_consolidation,36.3,1.0,3.0,24.0,1.0,4665.0,27.9,49.0,w,Individual,1.0,1.0,60,3.0,667.0,0.399532647524912,15.498973305954825,low,10.524923885542073,8.448057452581375,341.88009999999997,0.01752612066059993
3619,14075.0,24.24,F,F3,RENT,52000.0,Not Verified,debt_consolidation,38.36,0.0,1.0,12.0,0.0,15148.0,67.6,15.0,f,Individual,0.0,0.0,60,6.0,672.0,0.2706730769230769,4.334017796030117,high,10.859018228147885,9.625689802158323,587.5776,0.03538928210313448
2130,10000.0,8.49,B,B1,MORTGAGE,70000.0,Source Verified,debt_consolidation,12.29,0.0,0.0,4.0,1.0,6647.0,40.5,11.0,w,Individual,1.0,1.0,36,10.0,687.0,0.14285714285714285,10.165639972621491,medium,11.156264806643742,8.802071336535283,72.0801,0.08077744073699585
2495,18450.0,11.99,C,C1,RENT,41000.0,Not Verified,debt_consolidation,22.07,0.0,0.0,7.0,0.0,21360.0,72.0,14.0,w,Individual,0.0,0.0,36,8.0,687.0,0.45,7.915126625598905,high,10.62135173563291,9.969322108457675,143.7601,0.03583866981238063
9053,21000.0,9.17,B,B2,RENT,150000.0,Source Verified,credit_card,14.28,2.0,2.0,19.0,0.0,42617.0,55.0,39.0,w,Individual,5.0,0.0,36,9.0,667.0,0.14,21.828884325804243,medium,11.918397239722838,10.660031978225865,84.0889,0.08133917537355353
9191,6000.0,11.22,B,B5,RENT,39500.0,Source Verified,debt_consolidation,11.36,1.0,1.0,24.0,0.0,8099.0,64.3,39.0,w,Individual,0.0,0.0,36,2.0,682.0,0.1518987341772152,17.248459958932237,high,10.584081267024454,8.99961934066053,125.88840000000002,0.03460285361195371
2907,20000.0,10.78,B,B4,RENT,82988.0,Source Verified,credit_card,13.01,0.0,0.0,12.0,0.0,16998.0,62.0,20.0,w,Individual,0.0,0.0,36,3.0,707.0,0.24099869860702752,6.33264887063655,high,11.326463347875361,9.74090979777877,116.20839999999998,0.03078305808336142
1376,11375.0,15.77,D,D1,MORTGAGE,45600.0,Verified,debt_consolidation,13.58,0.0,3.0,12.0,0.0,5217.0,66.0,18.0,w,Individual,1.0,0.0,36,0.0,662.0,0.24945175438596492,19.16495550992471,high,10.727684925086583,8.559869465696673,248.69289999999998,0.01752612066059993
2288,25000.0,5.32,A,A1,MORTGAGE,150000.0,Not Verified,small_business,11.82,0.0,0.0,9.0,0.0,7802.0,13.9,28.0,w,Individual,1.0,0.0,36,4.0,802.0,0.16666666666666666,17.166324435318277,low,11.918397239722838,8.962263554116761,28.302400000000002,0.008088978766430738
4505,24000.0,7.49,A,A4,RENT,100000.0,Not Verified,debt_consolidation,28.7,0.0,1.0,18.0,0.0,38717.0,53.4,32.0,w,Individual,1.0,0.0,36,10.0,717.0,0.24,29.913757700205338,medium,11.51293546492023,10.564059887163895,56.100100000000005,0.014155712841253791
9306,8975.0,18.49,E,E2,MORTGAGE,62000.0,Verified,debt_consolidation,33.22,0.0,1.0,11.0,0.0,24027.0,70.0,18.0,w,Individual,3.0,0.0,36,1.0,692.0,0.14475806451612902,16.501026694045173,high,11.034905792929415,10.086975095970052,341.88009999999997,0.1468374339961802
5463,28000.0,5.32,A,A1,RENT,160000.0,Not Verified,credit_card,13.53,0.0,0.0,11.0,0.0,62507.0,63.2,27.0,w,Individual,0.0,0.0,36,3.0,712.0,0.175,13.585215605749486,high,11.982935344196433,11.043049827533192,28.302400000000002,0.03538928210313448
4152,6000.0,11.48,B,B5,RENT,100000.0,Verified,home_improvement,13.78,1.0,1.0,10.0,0.0,11250.0,72.1,20.0,w,Individual,1.0,0.0,36,0.0,662.0,0.06,18.417522245037645,high,11.51293546492023,9.328212292571072,131.7904,0.07257611504325356
8823,20800.0,11.22,B,B5,MORTGAGE,85000.0,Verified,debt_consolidation,26.12,0.0,5.0,30.0,0.0,43316.0,53.1,65.0,w,Individual,3.0,0.0,60,2.0,697.0,0.2447058823529412,17.166324435318277,medium,11.350418300109132,10.676300446639328,125.88840000000002,0.03583866981238063
3966,15850.0,11.99,C,C1,RENT,50000.0,Verified,debt_consolidation,21.08,0.0,0.0,5.0,0.0,14274.0,72.5,12.0,w,Individual,0.0,0.0,36,10.0,732.0,0.317,10.913073237508556,high,10.819798284210286,9.56626503452421,143.7601,0.1468374339961802
1149,18000.0,9.17,B,B2,MORTGAGE,127000.0,Not Verified,home_improvement,18.68,0.0,0.0,9.0,0.0,4900.0,16.1,30.0,w,Individual,6.0,0.0,60,8.0,807.0,0.14173228346456693,23.247091033538673,low,11.751950239425476,8.497194544909547,84.0889,0.03078305808336142
8412,17000.0,9.17,B,B2,MORTGAGE,82000.0,Source Verified,debt_consolidation,16.82,0.0,1.0,8.0,0.0,14582.0,74.4,17.0,w,Individual,1.0,0.0,36,10.0,697.0,0.2073170731707317,16.58590006844627,high,11.314486721293981,9.587611745713565,84.0889,0.07257611504325356
68,20000.0,13.99,C,C4,OWN,70000.0,Source Verified,debt_consolidation,16.9,0.0,0.0,20.0,0.0,31200.0,42.0,35.0,w,Individual,0.0,0.0,60,10.0,682.0,0.2857142857142857,14.499657768651609,medium,11.156264806643742,10.348205424565993,195.7201,0.02617683406358836
7899,11650.0,16.55,D,D2,RENT,44000.0,Source Verified,debt_consolidation,16.23,0.0,0.0,11.0,3.0,9460.0,46.1,26.0,w,Individual,0.0,1.0,36,,672.0,0.26477272727272727,22.751540041067763,medium,10.691967639914864,9.154933364704444,273.90250000000003,0.01752612066059993
7974,18600.0,15.41,D,D1,MORTGAGE,100000.0,Source Verified,debt_consolidation,14.95,1.0,0.0,11.0,1.0,5314.0,48.8,23.0,w,Individual,2.0,1.0,60,10.0,667.0,0.186,20.249144421629023,medium,11.51293546492023,8.578288290776047,237.4681,0.023592854735422986
3344,20000.0,8.49,B,B1,OWN,50000.0,Not Verified,debt_consolidation,26.81,2.0,0.0,14.0,0.0,15893.0,75.3,25.0,w,Individual,4.0,0.0,36,,687.0,0.4,26.080766598220396,high,10.819798284210286,9.673696958500125,72.0801,0.027075609482080664
8157,20000.0,13.18,C,C3,MORTGAGE,115000.0,Not Verified,debt_consolidation,11.52,1.0,0.0,13.0,0.0,14167.0,35.7,33.0,f,Individual,1.0,0.0,60,9.0,697.0,0.17391304347826086,11.331964407939767,medium,11.652696102959753,9.55874117946267,173.7124,0.028423772609819122
6605,18000.0,8.38,B,B1,MORTGAGE,55000.0,Not Verified,debt_consolidation,18.2,2.0,1.0,26.0,0.0,15707.0,16.6,51.0,w,Individual,0.0,0.0,36,10.0,697.0,0.32727272727272727,19.583846680355922,low,10.915106645867501,9.6619254156979,70.22440000000002,0.03460285361195371
4386,21000.0,16.59,D,D2,MORTGAGE,52000.0,Verified,debt_consolidation,20.33,0.0,2.0,13.0,2.0,11288.0,52.0,30.0,w,Individual,1.0,2.0,60,5.0,672.0,0.40384615384615385,11.16495550992471,medium,10.859018228147885,9.331584079261546,275.2281,0.013481631277384564
6920,15000.0,7.49,A,A4,MORTGAGE,110000.0,Not Verified,home_improvement,6.74,0.0,1.0,4.0,0.0,2637.0,29.0,10.0,w,Individual,1.0,0.0,36,10.0,787.0,0.13636363636363635,18.82819986310746,low,11.608244735642321,7.87777633327726,56.100100000000005,0.029771935737557577
7598,10975.0,16.99,D,D3,RENT,40000.0,Verified,debt_consolidation,30.69,0.0,0.0,8.0,0.0,9409.0,81.1,12.0,w,Individual,0.0,0.0,36,4.0,682.0,0.274375,5.585215605749487,high,10.596659732783579,9.149528232579424,288.66009999999994,0.023592854735422986
4079,15000.0,17.27,D,D3,RENT,33280.0,Verified,debt_consolidation,29.82,1.0,0.0,13.0,1.0,14679.0,67.0,18.0,w,Individual,1.0,1.0,60,0.0,662.0,0.45072115384615385,13.500342231348391,high,10.412741942560633,9.594241302168506,298.2529,0.03078305808336142
1598,10000.0,13.44,C,C3,OWN,48000.0,Source Verified,debt_consolidation,29.93,0.0,0.0,22.0,0.0,23312.0,64.2,32.0,w,Individual,0.0,0.0,36,2.0,677.0,0.20833333333333334,16.58590006844627,high,10.77897712300635,10.056766423877352,180.63359999999997,0.003595101673969217
3082,26000.0,14.85,C,C5,MORTGAGE,108000.0,Not Verified,debt_consolidation,29.88,0.0,0.0,15.0,0.0,43002.0,48.2,33.0,w,Individual,2.0,0.0,36,10.0,712.0,0.24074074074074073,21.333333333333332,medium,11.58989576532275,10.669025159683924,220.52249999999998,0.022244691607684528
1109,8000.0,7.91,A,A5,MORTGAGE,110000.0,Not Verified,debt_consolidation,22.32,0.0,2.0,13.0,0.0,5692.0,34.9,20.0,f,Individual,1.0,0.0,36,8.0,727.0,0.07272727272727272,9.08145106091718,medium,11.608244735642321,8.646992628951082,62.5681,0.08133917537355353
5033,7200.0,8.49,B,B1,MORTGAGE,40000.0,Verified,debt_consolidation,28.2,0.0,2.0,18.0,1.0,5238.0,23.5,38.0,w,Individual,1.0,1.0,36,,667.0,0.18,12.668035592060233,low,10.596659732783579,8.56388591940822,72.0801,0.023592854735422986
8724,4000.0,14.48,C,C5,OWN,33000.0,Source Verified,debt_consolidation,15.78,0.0,0.0,15.0,0.0,4808.0,26.9,24.0,w,Individual,0.0,0.0,36,5.0,702.0,0.12121212121212122,14.247775496235455,low,10.404293143019792,8.478244441277662,209.6704,0.014155712841253791
1992,16000.0,7.91,A,A5,RENT,58000.0,Source Verified,credit_card,10.32,3.0,0.0,8.0,0.0,15832.0,77.2,18.0,w,Individual,1.0,0.0,36,2.0,687.0,0.27586206896551724,19.583846680355922,high,10.968215530759235,9.669851648501433,62.5681,0.01820020222446916
9189,5000.0,11.22,B,B5,RENT,28000.0,Source Verified,debt_consolidation,7.04,0.0,2.0,10.0,0.0,3937.0,55.5,22.0,w,Individual,0.0,0.0,36,8.0,682.0,0.17857142857142858,12.24914442162902,medium,10.239995502805314,8.278428259199071,125.88840000000002,0.08077744073699585
6167,6000.0,17.27,D,D3,RENT,50000.0,Not Verified,debt_consolidation,10.92,0.0,1.0,3.0,0.0,4009.0,89.1,5.0,w,Individual,0.0,0.0,36,5.0,677.0,0.12,3.6659822039698837,high,10.819798284210286,8.296546520300614,298.2529,0.08133917537355353
5998,16000.0,10.78,B,B4,MORTGAGE,90000.0,Source Verified,debt_consolidation,15.36,0.0,2.0,19.0,2.0,12000.0,54.5,37.0,w,Individual,3.0,1.0,36,4.0,662.0,0.17777777777777778,17.50034223134839,medium,11.407576060361786,9.392745258631441,116.20839999999998,0.1468374339961802
7002,6950.0,12.59,C,C2,MORTGAGE,48000.0,Source Verified,other,20.0,0.0,1.0,6.0,0.0,0.0,0.0,9.0,w,Individual,1.0,0.0,36,2.0,702.0,0.14479166666666668,8.0,low,10.77897712300635,0.0,158.50809999999998,0.00853836647567689
7446,18875.0,17.57,D,D4,MORTGAGE,54700.0,Verified,debt_consolidation,30.96,0.0,1.0,14.0,0.0,17603.0,46.9,24.0,w,Individual,2.0,0.0,60,3.0,692.0,0.34506398537477145,9.333333333333334,medium,10.909637269778615,9.775881427930981,308.7049,0.1468374339961802
2901,12875.0,15.77,D,D1,RENT,70000.0,Source Verified,debt_consolidation,19.66,0.0,0.0,17.0,1.0,10734.0,67.1,36.0,w,Individual,5.0,1.0,36,2.0,662.0,0.18392857142857144,15.75085557837098,high,11.156264806643742,9.28126471031288,248.69289999999998,0.005392652510953826
6224,8000.0,13.99,C,C4,RENT,60000.0,Verified,debt_consolidation,33.28,0.0,0.0,15.0,1.0,8739.0,27.3,34.0,w,Individual,5.0,1.0,36,10.0,677.0,0.13333333333333333,16.914442162902123,low,11.002116507732017,9.07566546864958,195.7201,0.07257611504325356
9117,7000.0,10.64,B,B4,MORTGAGE,70000.0,Source Verified,debt_consolidation,7.27,0.0,1.0,6.0,0.0,5806.0,79.5,19.0,w,Individual,4.0,0.0,36,10.0,662.0,0.1,11.16495550992471,high,11.156264806643742,8.66681936537205,113.20960000000001,0.014155712841253791
7431,35000.0,10.64,B,B4,MORTGAGE,400000.0,Source Verified,home_improvement,0.57,2.0,0.0,9.0,0.0,13979.0,20.4,20.0,w,Individual,4.0,0.0,36,10.0,722.0,0.0875,16.418891170431213,low,12.899222326086994,9.5453830157878,113.20960000000001,0.1468374339961802
6323,25000.0,9.8,B,B3,RENT,115000.0,Not Verified,credit_card,18.04,0.0,1.0,19.0,0.0,54726.0,63.4,28.0,w,Individual,0.0,0.0,36,4.0,672.0,0.21739130434782608,6.751540041067762,high,11.652696102959753,10.910112468091466,96.04000000000002,0.017189079878665317
615,2500.0,11.99,C,C1,MORTGAGE,50400.0,Source Verified,home_improvement,12.48,0.0,0.0,5.0,1.0,35.0,1.1,12.0,w,Individual,2.0,0.0,36,0.0,667.0,0.0496031746031746,11.16495550992471,low,10.827766295132465,3.58351893845611,143.7601,0.020784181552634534
9993,8525.0,18.99,E,E3,MORTGAGE,65000.0,Verified,other,15.77,0.0,2.0,16.0,0.0,3523.0,27.7,32.0,w,Individual,2.0,0.0,36,8.0,667.0,0.13115384615384615,10.247775496235455,low,11.082157933374816,8.16735198705607,360.6200999999999,0.01752612066059993
6624,25400.0,11.99,C,C1,MORTGAGE,80000.0,Source Verified,credit_card,38.97,0.0,2.0,16.0,0.0,58098.0,86.0,34.0,w,Individual,7.0,0.0,36,7.0,707.0,0.3175,25.752224503764545,high,11.289794413577894,10.969903730987921,143.7601,0.01820020222446916
4771,16000.0,7.91,A,A5,RENT,70000.0,Not Verified,credit_card,10.81,0.0,0.0,12.0,0.0,20875.0,43.6,18.0,w,Individual,0.0,0.0,36,5.0,712.0,0.22857142857142856,14.165639972621491,medium,11.156264806643742,9.946355452763303,62.5681,0.1468374339961802
9164,8525.0,9.17,B,B2,RENT,38500.0,Verified,debt_consolidation,28.01,0.0,2.0,14.0,0.0,8613.0,12.3,24.0,w,Individual,0.0,0.0,36,,757.0,0.22142857142857142,10.417522245037645,low,10.55843949396453,9.061144065614055,84.0889,0.07257611504325356
1997,4200.0,9.17,B,B2,RENT,68000.0,Not Verified,debt_consolidation,18.83,0.0,0.0,7.0,0.0,10569.0,88.1,28.0,w,Individual,9.0,0.0,36,10.0,717.0,0.061764705882352944,12.0,high,11.127277689932466,9.265775078864284,84.0889,0.08133917537355353
8346,30000.0,10.64,B,B4,MORTGAGE,99000.0,Not Verified,credit_card,23.83,0.0,1.0,28.0,0.0,15678.0,30.0,48.0,w,Individual,2.0,0.0,60,0.0,727.0,0.30303030303030304,15.247091033538672,low,11.502885230075814,9.66007751636045,113.20960000000001,0.07257611504325356
3193,12000.0,9.17,B,B2,RENT,105000.0,Not Verified,debt_consolidation,7.39,0.0,0.0,7.0,3.0,5610.0,49.6,25.0,w,Individual,5.0,3.0,36,10.0,662.0,0.11428571428571428,13.585215605749486,medium,11.561725152903833,8.632484235750972,84.0889,0.03538928210313448
3906,16000.0,10.78,B,B4,RENT,85000.0,Source Verified,debt_consolidation,12.97,1.0,1.0,6.0,0.0,18472.0,94.0,12.0,w,Individual,0.0,0.0,36,10.0,667.0,0.18823529411764706,27.83025325119781,maxed,11.350418300109132,9.824065485558638,116.20839999999998,0.08077744073699585
1350,2000.0,6.49,A,A2,MORTGAGE,98000.0,Not Verified,home_improvement,23.11,0.0,0.0,7.0,0.0,14742.0,64.4,20.0,w,Individual,1.0,0.0,36,4.0,707.0,0.02040816326530612,15.416837782340862,high,11.49273296168228,9.598523672849819,42.1201,0.03078305808336142
8652,4800.0,16.99,D,D3,RENT,30000.0,Verified,debt_consolidation,31.44,0.0,1.0,7.0,0.0,2323.0,28.0,21.0,w,Individual,0.0,0.0,36,10.0,692.0,0.16,25.50034223134839,low,10.308985993422082,7.751045117971802,288.66009999999994,0.002696326255476913
3440,7000.0,8.49,B,B1,MORTGAGE,50000.0,Not Verified,credit_card,8.04,0.0,0.0,9.0,0.0,5533.0,76.8,18.0,w,Individual,3.0,0.0,36,,667.0,0.14,26.16563997262149,high,10.819798284210286,8.618666160346871,72.0801,0.07257611504325356
6665,20150.0,20.5,E,E4,RENT,48000.0,Source Verified,debt_consolidation,28.2,0.0,0.0,16.0,0.0,18215.0,66.7,17.0,w,Individual,1.0,0.0,60,7.0,677.0,0.4197916666666667,3.8302532511978096,high,10.77897712300635,9.810055607743575,420.25,0.03460285361195371
7363,8000.0,11.99,C,C1,RENT,45000.0,Not Verified,other,38.24,0.0,1.0,9.0,3.0,8860.0,45.4,20.0,w,Individual,0.0,0.0,36,10.0,672.0,0.17777777777777778,21.248459958932237,medium,10.714439990727769,9.089414904047302,143.7601,0.007864284911807662
6245,12000.0,6.49,A,A2,OWN,120000.0,Not Verified,debt_consolidation,25.21,0.0,1.0,29.0,0.0,25634.0,25.2,59.0,w,Individual,2.0,0.0,36,10.0,732.0,0.1,34.49965776865161,low,11.695255355062795,10.1517138842178,42.1201,0.1468374339961802
8841,5000.0,7.89,A,A5,OWN,32000.0,Verified,debt_consolidation,27.64,0.0,0.0,19.0,0.0,2724.0,6.8,45.0,f,Individual,0.0,0.0,36,2.0,702.0,0.15625,10.913073237508556,low,10.373522431293592,7.9102237070973445,62.25209999999999,0.012695202786203797
8655,9000.0,9.76,B,B3,RENT,55120.0,Source Verified,debt_consolidation,8.45,0.0,1.0,12.0,2.0,3839.0,18.5,20.0,f,Individual,0.0,2.0,36,1.0,662.0,0.1632801161103048,32.50102669404517,low,10.917286047758095,8.253227645581772,95.2576,0.023592854735422986
4715,23000.0,18.49,D,D5,RENT,52700.0,Verified,debt_consolidation,35.49,0.0,1.0,9.0,0.0,10859.0,94.4,28.0,w,Individual,3.0,0.0,60,2.0,687.0,0.4364326375711575,24.501026694045173,maxed,10.872389709681492,9.292841593487926,341.88009999999997,0.020784181552634534
6628,6200.0,6.49,A,A2,RENT,66000.0,Not Verified,debt_consolidation,10.91,1.0,0.0,5.0,0.0,9634.0,37.2,14.0,f,Individual,0.0,0.0,36,0.0,717.0,0.09393939393939393,14.165639972621491,medium,11.097425172408931,9.173157580848466,42.1201,0.0019098977642961466
2531,6000.0,8.49,B,B1,RENT,90000.0,Source Verified,credit_card,11.2,0.0,0.0,5.0,11.0,4373.0,64.3,17.0,w,Individual,0.0,1.0,36,6.0,662.0,0.06666666666666667,30.33264887063655,high,11.407576060361786,8.383433201236713,72.0801,0.1468374339961802
6270,15000.0,5.32,A,A1,RENT,86000.0,Not Verified,debt_consolidation,10.22,0.0,0.0,9.0,0.0,13442.0,40.1,21.0,w,Individual,2.0,0.0,36,3.0,727.0,0.1744186046511628,9.333333333333334,medium,11.362114203075018,9.506213803454253,28.302400000000002,0.08077744073699585
7911,24100.0,8.38,B,B1,RENT,60000.0,Verified,credit_card,17.92,0.0,1.0,14.0,0.0,34038.0,64.0,29.0,w,Individual,0.0,0.0,36,3.0,682.0,0.40166666666666667,11.498973305954825,high,11.002116507732017,10.435262205052501,70.22440000000002,0.005392652510953826
6266,11200.0,19.89,E,E3,RENT,45800.0,Verified,debt_consolidation,29.32,0.0,0.0,11.0,0.0,8396.0,69.4,14.0,w,Individual,0.0,0.0,60,10.0,682.0,0.2445414847161572,9.752224503764545,high,10.732061203925051,9.035629778183562,395.6121,0.1468374339961802
5495,8400.0,11.48,B,B5,RENT,51330.0,Verified,credit_card,30.09,0.0,0.0,16.0,0.0,21604.0,64.9,31.0,w,Individual,0.0,0.0,36,0.0,687.0,0.1636469900642899,11.331964407939767,high,10.846050137149112,9.980680048366033,131.7904,0.03078305808336142
8225,5000.0,13.67,C,C4,RENT,52600.0,Source Verified,vacation,30.03,2.0,1.0,9.0,0.0,1883.0,19.2,19.0,w,Individual,1.0,0.0,36,2.0,717.0,0.09505703422053231,10.33264887063655,low,10.87049040995193,7.5411524551363085,186.8689,0.1468374339961802
2973,9000.0,11.48,B,B5,OWN,128000.0,Not Verified,other,17.72,1.0,1.0,12.0,0.0,12398.0,89.2,37.0,w,Individual,2.0,0.0,36,10.0,672.0,0.0703125,17.828884325804243,high,11.759793355371237,9.425371103179842,131.7904,0.08077744073699585
636,10000.0,11.48,B,B5,MORTGAGE,55000.0,Not Verified,credit_card,22.74,0.0,1.0,12.0,0.0,31359.0,48.8,31.0,w,Individual,3.0,0.0,60,10.0,762.0,0.18181818181818182,12.668035592060233,medium,10.915106645867501,10.353288474464344,131.7904,0.028423772609819122
1435,20000.0,7.91,A,A5,MORTGAGE,60000.0,Verified,debt_consolidation,14.56,0.0,1.0,14.0,1.0,9867.0,48.0,31.0,w,Individual,2.0,1.0,36,1.0,692.0,0.3333333333333333,28.58590006844627,medium,11.002116507732017,9.197052477649247,62.5681,0.07257611504325356
6511,18000.0,13.99,C,C4,RENT,36000.0,Verified,debt_consolidation,6.53,0.0,0.0,4.0,0.0,7934.0,68.4,6.0,w,Individual,0.0,0.0,36,4.0,667.0,0.5,6.997946611909651,high,10.491301994830229,8.97903863296051,195.7201,0.02617683406358836
1323,7200.0,11.48,B,B5,RENT,60000.0,Verified,debt_consolidation,26.64,0.0,1.0,16.0,0.0,4177.0,44.9,30.0,w,Individual,0.0,0.0,36,8.0,672.0,0.12,13.333333333333334,medium,11.002116507732017,8.33758794211651,131.7904,0.009437141894169195
6148,16000.0,11.99,C,C1,OWN,95000.0,Not Verified,credit_card,12.35,2.0,0.0,17.0,0.0,137876.0,48.4,34.0,w,Individual,13.0,0.0,36,10.0,707.0,0.16842105263157894,13.585215605749486,medium,11.461642696843066,11.834117262343613,143.7601,0.02617683406358836
6024,15000.0,12.88,C,C2,MORTGAGE,72000.0,Verified,debt_consolidation,21.23,0.0,1.0,11.0,0.0,35243.0,99.6,22.0,w,Individual,1.0,0.0,36,10.0,677.0,0.20833333333333334,13.91375770020534,maxed,11.184435286790631,10.47005058098662,165.89440000000002,0.1468374339961802
6916,3000.0,11.99,C,C1,RENT,25000.0,Verified,other,18.92,0.0,0.0,10.0,0.0,8184.0,77.9,14.0,w,Individual,0.0,0.0,36,1.0,712.0,0.12,12.24914442162902,high,10.12667110305036,9.010058489805235,143.7601,0.028423772609819122
2583,11500.0,11.99,C,C1,OWN,40000.0,Not Verified,debt_consolidation,23.4,0.0,1.0,9.0,0.0,3719.0,39.0,17.0,w,Individual,0.0,0.0,36,8.0,677.0,0.2875,8.914442162902121,medium,10.596659732783579,8.221478947267192,143.7601,0.08077744073699585
5988,6100.0,11.48,B,B5,MORTGAGE,75000.0,Source Verified,debt_consolidation,15.04,1.0,3.0,15.0,0.0,12006.0,41.0,29.0,w,Individual,3.0,0.0,36,10.0,697.0,0.08133333333333333,21.166324435318277,medium,11.225256725762893,9.393245092030718,131.7904,0.1468374339961802
9022,12000.0,11.22,B,B5,RENT,66500.0,Verified,debt_consolidation,17.02,0.0,0.0,8.0,0.0,8747.0,55.4,15.0,w,Individual,0.0,0.0,36,2.0,692.0,0.18045112781954886,6.33264887063655,medium,11.104972264124866,9.076580381796658,125.88840000000002,0.020784181552634534
3219,8000.0,13.44,C,C3,MORTGAGE,74000.0,Verified,major_purchase,6.88,0.0,1.0,16.0,1.0,897.0,2.8,59.0,w,Individual,1.0,1.0,36,,667.0,0.10810810810810811,33.58521560574949,low,11.211833885608513,6.800170068302199,180.63359999999997,0.03538928210313448
9775,30000.0,13.67,C,C4,RENT,82000.0,Source Verified,credit_card,31.54,0.0,0.0,18.0,0.0,23053.0,56.5,40.0,w,Individual,1.0,0.0,60,6.0,707.0,0.36585365853658536,13.998631074606434,medium,11.314486721293981,10.045594569160958,186.8689,0.015054488259746096
721,2400.0,7.49,A,A4,RENT,50000.0,Source Verified,credit_card,11.67,0.0,0.0,2.0,0.0,4014.0,100.3,7.0,w,Individual,0.0,0.0,36,10.0,737.0,0.048,21.66735112936345,maxed,10.819798284210286,8.297792626380861,56.100100000000005,0.03538928210313448
8822,18000.0,8.38,B,B1,OWN,90000.0,Not Verified,medical,13.2,0.0,0.0,11.0,0.0,13728.0,49.0,18.0,f,Individual,0.0,0.0,36,10.0,702.0,0.2,15.331964407939767,medium,11.407576060361786,9.527265662897605,70.22440000000002,0.08133917537355353
4049,12000.0,7.91,A,A5,MORTGAGE,104000.0,Not Verified,debt_consolidation,5.55,2.0,0.0,18.0,0.0,10552.0,39.4,33.0,f,Individual,3.0,0.0,36,10.0,692.0,0.11538461538461539,33.998631074606436,medium,11.552155793461898,9.26416545867109,62.5681,0.01752612066059993
145,15000.0,7.49,A,A4,MORTGAGE,45000.0,Verified,debt_consolidation,10.67,3.0,0.0,10.0,0.0,16173.0,43.5,20.0,w,Individual,2.0,0.0,36,,712.0,0.3333333333333333,22.913073237508556,medium,10.714439990727769,9.691160293655766,56.100100000000005,0.1468374339961802
2077,2000.0,11.99,C,C1,RENT,44000.0,Source Verified,debt_consolidation,3.32,0.0,0.0,4.0,0.0,4939.0,52.0,7.0,w,Individual,0.0,0.0,36,2.0,662.0,0.045454545454545456,10.99794661190965,medium,10.691967639914864,8.505120610181969,143.7601,0.02617683406358836
9681,20000.0,7.26,A,A4,MORTGAGE,103000.0,Not Verified,credit_card,12.27,0.0,1.0,15.0,0.0,15655.0,28.8,25.0,w,Individual,5.0,0.0,36,10.0,727.0,0.1941747572815534,24.914442162902123,low,11.542493975902508,9.658609509075912,52.7076,0.03538928210313448
2101,1400.0,12.88,C,C2,MORTGAGE,93000.0,Verified,debt_consolidation,10.11,1.0,3.0,20.0,1.0,1604.0,4.2,46.0,w,Individual,1.0,1.0,36,10.0,677.0,0.015053763440860216,25.913757700205338,low,11.440365524765754,7.380879035564116,165.89440000000002,0.08133917537355353
5479,5000.0,11.48,B,B5,RENT,170000.0,Source Verified,other,0.75,1.0,2.0,3.0,0.0,3080.0,90.6,10.0,w,Individual,0.0,0.0,36,0.0,662.0,0.029411764705882353,21.998631074606433,maxed,12.043559598368038,8.033009498596668,131.7904,0.08077744073699585
9661,9600.0,11.22,B,B5,RENT,45000.0,Source Verified,debt_consolidation,11.2,0.0,1.0,5.0,0.0,12879.0,37.7,12.0,w,Individual,0.0,0.0,36,1.0,717.0,0.21333333333333335,9.828884325804244,medium,10.714439990727769,9.463430999658344,125.88840000000002,0.03460285361195371
